stationID,datetime,pm10,o3,co,no2,so2,ws,wd,temp,rh,bp,rain,Traffic congestion index
02t,2023-12-01 00:00,,,,,,0.7,49,30.0,53,754,0.0,2.4
02t,2023-12-01 01:00,,,,,,0.8,51,29.5,55,753,0.0,2.1
02t,2023-12-01 02:00,,,,,,0.4,5,29.1,57,753,0.0,2.5
02t,2023-12-01 03:00,,,,,,0.4,30,28.5,60,753,0.0,2.3
02t,2023-12-01 04:00,,,,,,0.7,19,28.1,62,753,0.0,1.8
02t,2023-12-01 05:00,,,,,,0.9,45,27.9,63,753,0.0,1.7
02t,2023-12-01 06:00,,,,,,0.9,55,27.8,64,754,0.0,2.6
02t,2023-12-01 07:00,,,,,,1.0,46,27.9,64,754,0.0,4.2
02t,2023-12-01 08:00,,,,,,1.1,69,28.6,63,755,0.0,5.7
02t,2023-12-01 09:00,,,,,,1.2,76,29.9,59,755,0.0,4.8
02t,2023-12-01 10:00,,,,,,1.7,45,31.5,54,754,0.0,4.8
02t,2023-12-01 11:00,,,,,,1.8,50,33.4,48,753,0.0,4.5
02t,2023-12-01 12:00,,,,,,1.6,36,34.1,46,752,0.0,4.4
02t,2023-12-01 13:00,,,,,,1.3,28,33.8,47,752,0.0,4.4
02t,2023-12-01 14:00,,,,,,0.8,35,33.8,46,751,0.0,
02t,2023-12-01 15:00,,,,,,0.7,80,33.3,46,750,0.0,
02t,2023-12-01 16:00,,,,,,0.5,97,33.0,47,751,0.0,
02t,2023-12-01 17:00,,,,,184.5267813227958,0.8,76,32.4,49,751,0.0,
02t,2023-12-01 18:00,,,,,,0.4,91,31.8,51,752,0.0,
02t,2023-12-01 19:00,,,,,,0.3,100,31.3,53,752,0.0,
02t,2023-12-01 20:00,,,,,,0.1,150,30.8,55,753,0.0,
02t,2023-12-01 21:00,,,,,,0.3,278,30.3,56,754,0.0,
02t,2023-12-01 22:00,,,,,,0.3,274,29.9,58,754,0.0,
02t,2023-12-01 23:00,,,,,,0.3,295,29.7,60,753,0.0,
02t,2023-12-02 00:00,,,,,,0.2,78,29.7,62,753,14.4,
02t,2023-12-02 01:00,,,,,,0.5,93,27.2,72,753,0.2,2.9
02t,2023-12-02 02:00,,,,,,0.2,83,26.3,75,753,0.0,2.6
02t,2023-12-02 03:00,,,,,,0.2,285,26.3,76,753,0.0,2.7
02t,2023-12-02 04:00,,,,,,0.1,330,26.2,76,753,0.0,2.1
02t,2023-12-02 05:00,,,,,,0.2,8,26.2,77,753,0.0,2.1
02t,2023-12-02 06:00,,,,,,0.1,24,26.2,77,753,0.0,2.4
02t,2023-12-02 07:00,,,,,,0.3,51,26.5,78,754,0.0,2.0
02t,2023-12-02 08:00,,,,,,0.7,79,27.4,78,755,0.0,3.3
02t,2023-12-02 09:00,,,,,,0.8,73,28.3,77,755,0.0,3.8
02t,2023-12-02 10:00,,,,,,1.1,72,29.2,71,755,0.0,4.5
02t,2023-12-02 11:00,,,,,,1.0,81,30.2,65,754,0.0,5.1
02t,2023-12-02 12:00,,,,,,1.3,57,31.8,59,753,0.0,5.1
02t,2023-12-02 13:00,,,,,,0.7,85,32.7,55,752,0.0,5.1
02t,2023-12-02 14:00,,,,,,0.5,86,32.6,52,751,0.0,5.1
02t,2023-12-02 15:00,,,,,,0.7,87,32.5,51,751,0.0,5.1
02t,2023-12-02 16:00,,,,,247.73191419879672,0.8,86,32.3,52,751,0.0,5.0
02t,2023-12-02 17:00,,,,,,0.5,92,31.8,54,752,0.0,5.0
02t,2023-12-02 18:00,,,,,,0.4,95,31.2,56,752,0.0,5.7
02t,2023-12-02 19:00,,,,,,0.2,97,30.8,57,753,0.0,4.8
02t,2023-12-02 20:00,,,,,208.3687051672905,0.2,81,30.4,59,753,0.0,4.1
02t,2023-12-02 21:00,,,,,,0.2,71,30.0,60,754,0.0,3.5
02t,2023-12-02 22:00,,,,,,0.2,21,29.7,61,754,0.0,3.3
02t,2023-12-02 23:00,,,,,,0.2,335,29.3,62,754,0.0,2.8
02t,2023-12-03 00:00,,,,,,0.4,46,29.0,63,753,0.0,2.9
02t,2023-12-03 01:00,,,,,,1.2,44,29.1,65,753,0.0,2.4
02t,2023-12-03 02:00,,,,,,1.0,55,29.0,65,753,0.0,2.0
02t,2023-12-03 03:00,,,,,,0.6,71,28.7,64,753,0.0,2.3
02t,2023-12-03 04:00,,,,,,0.5,67,28.5,64,753,0.0,1.8
02t,2023-12-03 05:00,,,,,,0.3,90,28.2,64,753,0.0,1.6
02t,2023-12-03 06:00,,,,,,0.8,78,28.1,64,754,0.0,2.0
02t,2023-12-03 07:00,,,,,,0.7,67,28.2,64,754,0.0,1.9
02t,2023-12-03 08:00,,,,,,1.1,64,28.6,65,754,0.0,2.3
02t,2023-12-03 09:00,,,,,,1.0,58,29.4,63,755,0.0,2.9
02t,2023-12-03 10:00,,,,,,1.2,58,30.6,60,754,0.0,3.6
02t,2023-12-03 11:00,,,,,,1.1,55,32.3,53,753,0.0,3.8
02t,2023-12-03 12:00,,,,,,1.1,59,34.0,47,752,0.0,4.0
02t,2023-12-03 13:00,,,,,,0.9,58,34.2,46,751,0.0,4.3
02t,2023-12-03 14:00,,,,,,0.8,64,34.0,46,751,0.0,4.1
02t,2023-12-03 15:00,,,,,,0.6,81,33.8,47,751,0.0,4.0
02t,2023-12-03 16:00,,,,,,0.7,85,33.3,48,751,0.0,4.3
02t,2023-12-03 17:00,,,,,,0.0,0,0.0,0,0,0.0,4.6
02t,2023-12-03 18:00,,,,,,0.0,0,0.0,0,0,0.0,4.8
02t,2023-12-03 19:00,,,,,,0.0,0,0.0,0,0,0.0,4.2
02t,2023-12-03 20:00,,,,,,0.0,0,0.0,0,0,0.0,3.9
02t,2023-12-03 21:00,,,,,,0.0,0,0.0,0,0,0.0,4.0
02t,2023-12-03 22:00,,,,,,0.0,0,0.0,0,0,0.0,3.1
02t,2023-12-03 23:00,,,,,,0.0,0,0.0,0,0,0.0,2.7
02t,2023-12-04 00:00,,,,,,0.0,0,0.0,0,0,0.0,2.6
02t,2023-12-04 01:00,,,,,,0.0,0,0.0,0,0,0.0,3.0
02t,2023-12-04 02:00,,,,,,0.0,0,0.0,0,0,0.0,3.0
02t,2023-12-04 03:00,,,,,,0.0,0,0.0,0,0,0.0,3.0
02t,2023-12-04 04:00,,,,,,0.0,0,0.0,0,0,0.0,2.0
02t,2023-12-04 05:00,,,,,,0.0,0,0.0,0,0,0.0,1.5
02t,2023-12-04 06:00,,,,,,0.0,0,0.0,0,0,0.0,2.3
02t,2023-12-04 07:00,,,,,,0.0,0,0.0,0,0,0.0,3.5
02t,2023-12-04 08:00,,,,,,0.9,73,27.0,80,755,0.0,4.4
02t,2023-12-04 09:00,,,,,,1.0,84,28.0,77,755,0.0,3.7
02t,2023-12-04 10:00,,,,,,1.2,80,29.2,70,754,0.0,3.7
02t,2023-12-04 11:00,,,,,,1.2,75,30.9,63,754,0.0,3.9
02t,2023-12-04 12:00,,,,,,0.8,70,32.0,58,753,0.0,3.8
02t,2023-12-04 13:00,,,,,,1.2,59,32.4,56,752,0.0,3.9
02t,2023-12-04 14:00,,,,,,0.6,79,32.2,56,751,0.0,3.9
02t,2023-12-04 15:00,,,,,,0.9,82,32.2,55,751,0.0,4.5
02t,2023-12-04 16:00,,,,,,0.7,86,32.1,55,751,0.0,4.8
02t,2023-12-04 17:00,,,,,,0.8,77,31.5,56,752,0.0,5.1
02t,2023-12-04 18:00,,,,,,0.5,95,30.7,59,752,0.0,6.2
02t,2023-12-04 19:00,,,,,,0.4,76,30.4,60,753,0.0,5.6
02t,2023-12-04 20:00,,,,,,0.6,66,30.2,62,753,0.0,4.0
02t,2023-12-04 21:00,,,,,,1.1,42,29.9,62,754,0.0,3.7
02t,2023-12-04 22:00,,,,,,0.3,39,29.3,63,754,0.0,3.0
02t,2023-12-04 23:00,,,,,,0.2,13,28.9,65,753,0.0,2.1
02t,2023-12-05 00:00,,,,,,0.2,328,28.6,68,753,0.0,2.4
02t,2023-12-05 01:00,,,,,,0.2,356,28.3,69,752,0.0,1.7
02t,2023-12-05 02:00,,,,,,0.2,301,28.0,70,752,0.0,2.4
02t,2023-12-05 03:00,,,,,,0.2,30,27.5,71,752,0.0,2.1
02t,2023-12-05 04:00,,,,,,0.3,311,27.4,72,752,0.0,1.7
02t,2023-12-05 05:00,,,,,66.18780995318154,0.2,345,27.2,73,752,0.0,1.6
02t,2023-12-05 06:00,,,,,,0.2,358,26.9,73,753,0.0,1.7
02t,2023-12-05 07:00,,,,,,0.3,21,27.2,73,753,0.0,1.9
02t,2023-12-05 08:00,,,,,71.4567581789979,0.9,35,27.9,73,754,0.0,2.4
02t,2023-12-05 09:00,,,,,,0.7,69,29.1,71,754,0.0,2.7
02t,2023-12-05 10:00,,,,,,1.1,66,30.9,64,754,0.0,3.5
02t,2023-12-05 11:00,,,,,,0.7,73,32.1,56,753,0.0,3.9
02t,2023-12-05 12:00,,,,,,0.6,79,33.3,52,752,0.0,3.9
02t,2023-12-05 13:00,,,,,,1.0,74,34.1,48,751,0.0,4.4
02t,2023-12-05 14:00,,,,,,0.6,78,33.5,48,750,0.0,3.9
02t,2023-12-05 15:00,,,,,,1.3,287,33.0,51,750,0.0,4.4
02t,2023-12-05 16:00,,,,,,2.1,277,31.1,60,751,0.0,4.3
02t,2023-12-05 17:00,,,,,,1.4,281,29.6,66,752,2.6,4.7
02t,2023-12-05 18:00,,,,,,0.3,329,27.8,71,752,0.0,4.5
02t,2023-12-05 19:00,,,,,,0.1,247,27.3,72,753,0.0,4.0
02t,2023-12-05 20:00,,,,,,0.3,265,27.4,73,754,0.0,3.3
02t,2023-12-05 21:00,,,,,,0.1,307,27.6,74,754,0.0,3.1
02t,2023-12-05 22:00,,,,,49.64048324578432,0.2,328,27.9,74,754,0.0,2.9
02t,2023-12-05 23:00,,,,,,0.2,341,27.8,75,753,0.0,2.3
02t,2023-12-06 00:00,,,,,,0.2,291,27.5,75,753,0.0,2.1
02t,2023-12-06 01:00,,,,,,0.3,292,27.3,75,753,0.0,2.8
02t,2023-12-06 02:00,,,,,,0.3,284,27.2,75,753,0.0,2.3
02t,2023-12-06 03:00,,,,,,0.1,308,27.1,76,753,0.0,2.2
02t,2023-12-06 04:00,,,,,,0.3,309,27.0,76,753,0.0,1.6
02t,2023-12-06 05:00,,,,,,0.2,26,27.3,76,753,0.0,2.1
02t,2023-12-06 06:00,,,,,,0.4,40,27.5,76,754,0.0,2.6
02t,2023-12-06 07:00,,,,,,0.3,29,27.8,77,754,0.0,4.8
02t,2023-12-06 08:00,,,,,,0.9,41,28.4,76,755,0.0,6.2
02t,2023-12-06 09:00,,,,,,1.1,63,29.5,74,754,0.0,5.4
02t,2023-12-06 10:00,,,,,,0.8,76,30.9,66,754,0.0,5.4
02t,2023-12-06 11:00,,,,,,1.2,54,33.0,56,753,0.0,4.8
02t,2023-12-06 12:00,,,,,228.0229287057151,1.0,56,34.5,47,752,0.0,4.7
02t,2023-12-06 13:00,,,,,,0.7,34,34.2,45,751,0.0,4.8
02t,2023-12-06 14:00,,,,,,0.7,41,33.9,45,751,0.0,4.3
02t,2023-12-06 15:00,,,,,,0.5,25,33.7,47,750,0.0,4.7
02t,2023-12-06 16:00,,,,,,1.2,267,33.4,51,751,0.0,5.0
02t,2023-12-06 17:00,,,,,,1.1,263,32.6,55,751,0.0,5.6
02t,2023-12-06 18:00,,,,,,0.4,279,31.5,58,752,0.0,6.4
02t,2023-12-06 19:00,,,,,,0.6,64,30.7,59,753,0.0,5.8
02t,2023-12-06 20:00,,,,,321.0460932204375,0.5,38,30.2,58,753,0.0,4.6
02t,2023-12-06 21:00,,,,,,1.1,69,29.8,60,754,0.0,3.8
02t,2023-12-06 22:00,,,,,,1.1,92,29.7,62,754,0.0,3.3
02t,2023-12-06 23:00,,,,,,0.9,77,29.3,64,754,0.0,2.4
02t,2023-12-07 00:00,,,,,,1.2,82,28.8,66,754,0.0,2.9
02t,2023-12-07 01:00,,,,,,0.8,87,28.4,66,753,0.0,2.4
02t,2023-12-07 02:00,,,,,,0.2,48,28.2,66,753,0.0,2.4
02t,2023-12-07 03:00,,,,,,0.1,355,28.1,66,752,0.0,2.7
02t,2023-12-07 04:00,,,,,,0.2,323,27.9,66,753,0.0,2.1
02t,2023-12-07 05:00,,,,,,0.8,41,27.9,67,753,0.0,2.1
02t,2023-12-07 06:00,,,,,,0.9,71,27.8,68,754,0.0,2.2
02t,2023-12-07 07:00,,,,,,0.8,81,27.8,68,754,0.0,4.3
02t,2023-12-07 08:00,,,,,,1.1,83,28.2,66,755,0.0,6.0
02t,2023-12-07 09:00,,,,,,1.3,88,29.2,61,755,0.0,4.8
02t,2023-12-07 10:00,,,,,,1.4,73,30.5,55,754,0.0,4.7
02t,2023-12-07 11:00,,,,,,1.4,70,32.2,51,754,0.0,4.4
02t,2023-12-07 12:00,,,,,,0.8,80,33.2,48,753,0.0,4.4
02t,2023-12-07 13:00,,,,,,1.3,72,32.9,48,752,0.0,4.5
02t,2023-12-07 14:00,,,,,,1.1,65,32.0,50,752,0.0,4.3
02t,2023-12-07 15:00,,,,,,1.1,68,32.0,51,752,0.0,4.6
02t,2023-12-07 16:00,,,,,,0.7,91,31.8,51,752,0.0,5.1
02t,2023-12-07 17:00,,,,,,0.5,84,31.1,53,752,0.0,5.4
02t,2023-12-07 18:00,,,,,,0.4,102,30.5,56,753,0.0,6.4
02t,2023-12-07 19:00,,,,,,0.5,98,30.1,57,754,0.0,5.7
02t,2023-12-07 20:00,,,,,,0.5,87,29.7,58,754,0.0,4.5
02t,2023-12-07 21:00,,,,,,0.4,111,29.4,58,754,0.0,3.8
02t,2023-12-07 22:00,,,,,,0.4,89,29.2,58,755,0.0,3.4
02t,2023-12-07 23:00,,,,,,0.1,58,28.8,59,754,0.0,2.2
02t,2023-12-08 00:00,,,,,,0.2,94,28.2,60,754,0.0,2.2
02t,2023-12-08 01:00,,,,,,0.2,42,28.1,61,753,0.0,2.6
02t,2023-12-08 02:00,,,,,,0.2,98,27.8,62,753,0.0,2.4
02t,2023-12-08 03:00,,,,,,0.1,3,27.5,63,753,0.0,2.2
02t,2023-12-08 04:00,,,,,,0.2,307,27.3,64,753,0.0,2.0
02t,2023-12-08 05:00,,,,,,0.3,40,27.2,66,753,0.0,2.1
02t,2023-12-08 06:00,,,,,,0.2,319,27.1,67,754,0.0,2.6
02t,2023-12-08 07:00,,,,,,0.3,19,27.5,68,754,0.0,4.2
02t,2023-12-08 08:00,,,,,,0.6,50,28.1,67,755,0.0,5.9
02t,2023-12-08 09:00,,,,,,0.7,71,29.1,61,755,0.0,4.7
02t,2023-12-08 10:00,,,,,,0.8,62,30.6,56,755,0.0,4.6
02t,2023-12-08 11:00,,,,,,0.9,78,32.3,50,754,0.0,4.4
02t,2023-12-08 12:00,,,,,,0.7,57,33.5,46,753,0.0,5.0
02t,2023-12-08 13:00,,,,,,0.5,53,33.3,46,752,0.0,4.7
02t,2023-12-08 14:00,,,,,,0.6,37,33.2,46,751,0.0,4.9
02t,2023-12-08 15:00,,,,,,0.5,325,33.0,47,751,0.0,5.3
02t,2023-12-08 16:00,,,,,,1.1,35,33.1,47,751,0.0,5.5
02t,2023-12-08 17:00,,,,,,0.9,33,32.5,48,751,0.0,5.9
02t,2023-12-08 18:00,,,,,,0.7,58,32.0,50,752,0.0,6.9
02t,2023-12-08 19:00,,,,,334.2100041531735,0.8,5,31.6,53,753,0.0,6.2
02t,2023-12-08 20:00,,,,,,0.5,344,31.0,56,754,0.0,4.7
02t,2023-12-08 21:00,,,,,,0.3,0,30.4,59,754,0.0,4.2
02t,2023-12-08 22:00,,,,,,0.2,4,29.8,60,754,0.0,3.8
02t,2023-12-08 23:00,,,,,,0.2,77,29.2,61,754,0.0,2.9
02t,2023-12-09 00:00,,,,,,0.2,72,28.9,62,753,0.0,3.1
02t,2023-12-09 01:00,,,,,,0.2,96,28.7,64,753,0.0,2.4
02t,2023-12-09 02:00,,,,,,0.3,80,28.8,64,752,0.0,3.0
02t,2023-12-09 03:00,,,,,,0.2,103,28.5,64,752,0.0,2.2
02t,2023-12-09 04:00,,,,,,0.2,96,28.1,64,752,0.0,1.8
02t,2023-12-09 05:00,,,,,,0.2,52,27.8,65,753,0.0,1.8
02t,2023-12-09 06:00,,,,,,0.3,276,27.6,66,753,0.0,2.1
02t,2023-12-09 07:00,,,,,,0.3,281,27.6,69,754,0.0,2.1
02t,2023-12-09 08:00,,,,,,0.2,301,28.3,70,754,0.0,2.9
02t,2023-12-09 09:00,,,,,,0.4,45,29.5,67,754,0.0,3.8
02t,2023-12-09 10:00,,,,,,0.7,52,30.8,59,754,0.0,4.7
02t,2023-12-09 11:00,,,,,,1.0,30,32.6,53,753,0.0,5.0
02t,2023-12-09 12:00,,,,,,0.9,16,34.0,48,752,0.0,5.1
02t,2023-12-09 13:00,,,,,,0.6,4,34.4,45,751,0.0,5.0
02t,2023-12-09 14:00,,,,,,0.2,62,33.9,46,751,0.0,4.8
02t,2023-12-09 15:00,,,,,,1.2,272,33.4,50,751,0.0,4.4
02t,2023-12-09 16:00,,,,,,1.3,265,33.6,51,750,0.0,4.6
02t,2023-12-09 17:00,,,,,,0.6,278,32.9,51,751,0.0,4.8
02t,2023-12-09 18:00,,,,,126.19322602168398,0.7,258,31.9,54,751,0.0,5.4
02t,2023-12-09 19:00,,,,,,0.3,277,31.2,55,752,0.0,4.8
02t,2023-12-09 20:00,,,,,,0.3,278,30.4,58,752,0.0,3.9
02t,2023-12-09 21:00,,,,,,0.3,284,30.0,60,752,0.0,3.6
02t,2023-12-09 22:00,,,,,,0.3,287,29.6,62,752,0.0,3.3
02t,2023-12-09 23:00,,,,,,0.2,247,29.2,63,752,0.0,2.7
02t,2023-12-10 00:00,,,,,,0.3,324,28.8,65,752,0.0,1.7
02t,2023-12-10 01:00,,,,,,0.2,359,28.4,66,751,0.0,2.5
02t,2023-12-10 02:00,,,,,,0.3,290,28.2,67,751,0.0,2.9
02t,2023-12-10 03:00,,,,,,0.3,281,28.0,68,751,0.0,1.9
02t,2023-12-10 04:00,,,,,,0.3,289,27.7,69,751,0.0,1.7
02t,2023-12-10 05:00,,,,,,0.3,282,27.3,70,751,0.0,1.5
02t,2023-12-10 06:00,,,,,,0.2,285,27.1,70,752,0.0,2.1
02t,2023-12-10 07:00,,,,,,0.3,269,27.1,72,752,0.0,1.8
02t,2023-12-10 08:00,,,,,,0.1,340,27.8,73,753,0.0,2.2
02t,2023-12-10 09:00,,,,,,0.2,17,29.1,72,753,0.0,2.7
02t,2023-12-10 10:00,,,,,,0.5,15,30.7,66,753,0.0,3.2
02t,2023-12-10 11:00,,,,,,0.2,49,32.5,57,752,0.0,3.6
02t,2023-12-10 12:00,,,,,,0.2,338,33.0,53,751,0.0,3.4
02t,2023-12-10 13:00,,,,,,0.7,278,34.1,48,750,0.0,3.6
02t,2023-12-10 14:00,,,,,,1.0,277,33.7,51,750,0.0,3.6
02t,2023-12-10 15:00,,,,,,1.0,272,33.4,50,749,0.0,3.7
02t,2023-12-10 16:00,,,,,,0.5,283,33.0,51,750,0.0,3.8
02t,2023-12-10 17:00,,,,,,0.5,271,32.2,51,750,0.0,4.1
02t,2023-12-10 18:00,,,,,,0.1,344,31.3,53,750,0.0,4.2
02t,2023-12-10 19:00,,,,,,0.4,302,30.7,57,751,0.0,4.2
02t,2023-12-10 20:00,,,,,,0.2,308,30.2,61,752,0.0,4.1
02t,2023-12-10 21:00,,,,,,0.3,287,29.7,63,752,0.0,3.3
02t,2023-12-10 22:00,,,,,,0.1,300,29.2,64,752,0.0,3.2
02t,2023-12-10 23:00,,,,,,0.2,312,28.8,66,752,0.0,2.2
02t,2023-12-11 00:00,,,,,,0.2,319,28.8,68,752,0.0,2.5
02t,2023-12-11 01:00,,,,,,0.3,312,28.7,69,751,0.0,2.9
02t,2023-12-11 02:00,,,,,,0.2,307,28.4,70,751,0.0,2.4
02t,2023-12-11 03:00,,,,,,0.2,17,28.3,71,751,0.0,2.0
02t,2023-12-11 04:00,,,,,,0.3,304,28.1,72,751,0.0,1.7
02t,2023-12-11 05:00,,,,,,0.3,302,27.9,73,751,0.0,1.8
02t,2023-12-11 06:00,,,,,,0.2,316,27.8,73,752,0.0,1.9
02t,2023-12-11 07:00,,,,,,0.2,298,27.9,74,752,0.0,2.0
02t,2023-12-11 08:00,,,,,,0.2,292,28.6,75,753,0.0,2.5
02t,2023-12-11 09:00,,,,,,0.2,292,29.7,75,753,0.0,2.6
02t,2023-12-11 10:00,,,,,,0.1,284,31.2,68,753,0.0,3.2
02t,2023-12-11 11:00,,,,,,0.6,60,32.9,57,753,0.0,3.7
02t,2023-12-11 12:00,,,,,,0.5,75,33.5,51,752,0.0,3.9
02t,2023-12-11 13:00,,,,,,0.3,57,33.5,48,751,0.0,3.7
02t,2023-12-11 14:00,,,,,,0.7,277,33.7,51,751,0.0,3.8
02t,2023-12-11 15:00,,,,,,1.0,273,33.3,53,750,0.0,4.2
02t,2023-12-11 16:00,,,,,,1.2,268,33.5,53,751,0.0,4.0
02t,2023-12-11 17:00,,,,,,0.6,260,33.2,53,751,0.0,4.2
02t,2023-12-11 18:00,,,,,,0.2,274,32.2,54,751,0.0,4.9
02t,2023-12-11 19:00,,,,,,0.3,289,31.2,58,752,0.0,4.6
02t,2023-12-11 20:00,,,,,78.58014633818411,0.3,281,30.5,60,752,0.0,3.5
02t,2023-12-11 21:00,,,,,,0.3,273,29.9,60,752,0.0,3.3
02t,2023-12-11 22:00,,,,,,0.3,268,29.4,61,752,0.0,3.3
02t,2023-12-11 23:00,,,,,,0.3,245,29.0,63,752,0.0,2.3
02t,2023-12-12 00:00,,,,,,0.3,264,28.8,64,752,0.0,2.4
02t,2023-12-12 01:00,,,,,,0.3,283,28.6,66,751,0.0,2.3
02t,2023-12-12 02:00,,,,,,0.3,297,28.4,67,751,0.0,2.4
02t,2023-12-12 03:00,,,,,278.8057421849654,0.3,323,28.1,69,751,0.0,1.7
02t,2023-12-12 04:00,,,,,,0.3,278,27.8,70,751,0.0,2.2
02t,2023-12-12 05:00,,,,,,0.4,296,27.6,71,751,0.0,1.4
02t,2023-12-12 06:00,,,,,,0.3,289,27.5,72,752,0.0,2.6
02t,2023-12-12 07:00,,,,,,0.2,290,27.5,73,753,0.0,4.9
02t,2023-12-12 08:00,,,,,,0.2,297,28.1,73,753,0.0,6.1
02t,2023-12-12 09:00,,,,,,0.2,43,29.3,72,754,0.0,5.6
02t,2023-12-12 10:00,,,,,,0.3,80,31.0,64,753,0.0,5.2
02t,2023-12-12 11:00,,,,,,0.6,73,32.8,55,753,0.0,4.8
02t,2023-12-12 12:00,,,,,,0.4,102,34.3,45,752,0.0,4.5
02t,2023-12-12 13:00,,,,,,0.4,84,35.6,38,751,0.0,4.4
02t,2023-12-12 14:00,,,,,,0.7,84,35.3,37,751,0.0,4.2
02t,2023-12-12 15:00,,,,,,0.5,75,34.7,38,750,0.0,4.6
02t,2023-12-12 16:00,,,,,,0.3,95,34.4,41,750,0.0,4.8
02t,2023-12-12 17:00,,,,,,0.3,86,33.9,42,750,0.0,5.6
02t,2023-12-12 18:00,,,,,,0.1,15,32.9,46,751,0.0,6.5
02t,2023-12-12 19:00,,,,,,0.6,262,32.0,53,751,0.0,5.7
02t,2023-12-12 20:00,,,,,,0.6,254,31.5,56,752,0.0,4.3
02t,2023-12-12 21:00,,,,,,0.2,300,30.8,57,752,0.0,3.9
02t,2023-12-12 22:00,,,,,,0.2,306,30.2,60,753,0.0,3.3
02t,2023-12-12 23:00,,,,,,0.2,322,30.0,63,753,0.0,2.6
02t,2023-12-13 00:00,,,,,,0.3,303,29.7,65,753,0.0,2.3
02t,2023-12-13 01:00,,,,,,0.3,300,29.4,66,752,0.0,2.7
02t,2023-12-13 02:00,,,,,,0.3,289,29.1,67,752,0.0,2.2
02t,2023-12-13 03:00,,,,,,0.3,305,28.8,68,752,0.0,2.2
02t,2023-12-13 04:00,,,,,,0.2,309,28.6,69,752,0.0,2.1
02t,2023-12-13 05:00,,,,,,0.2,299,28.4,70,752,0.0,2.0
02t,2023-12-13 06:00,,,,,,0.2,23,28.3,71,753,0.0,2.7
02t,2023-12-13 07:00,,,,,,0.3,68,28.6,72,754,0.0,4.3
02t,2023-12-13 08:00,,,,,,0.6,74,29.4,73,754,0.0,5.6
02t,2023-12-13 09:00,,,,,,1.2,57,30.3,70,755,0.0,4.8
02t,2023-12-13 10:00,,,,,,1.2,70,31.2,65,755,0.0,4.9
02t,2023-12-13 11:00,,,,,,0.7,91,31.8,59,754,0.0,4.4
02t,2023-12-13 12:00,,,,,,1.0,77,33.3,51,753,0.0,4.4
02t,2023-12-13 13:00,,,,,74.70257021281701,1.1,81,33.9,47,752,0.0,4.3
02t,2023-12-13 14:00,,,,,,1.4,78,33.8,46,752,0.0,4.2
02t,2023-12-13 15:00,,,,,,1.4,79,33.6,44,752,0.0,4.2
02t,2023-12-13 16:00,,,,,,1.0,84,33.5,44,752,0.0,4.9
02t,2023-12-13 17:00,,,,,,0.9,86,33.1,46,752,0.0,5.2
02t,2023-12-13 18:00,,,,,,0.5,91,32.4,48,753,0.0,6.0
02t,2023-12-13 19:00,,,,,,0.5,92,31.8,50,753,0.0,5.7
02t,2023-12-13 20:00,,,,,,0.5,100,31.5,52,754,0.0,4.5
02t,2023-12-13 21:00,,,,,,0.4,102,31.3,52,754,0.0,3.5
02t,2023-12-13 22:00,,,,,,0.5,91,31.0,52,754,0.0,3.1
02t,2023-12-13 23:00,,,,,,0.5,92,30.7,54,754,0.0,2.9
02t,2023-12-14 00:00,,,,,,0.3,92,30.2,56,754,0.0,2.6
02t,2023-12-14 01:00,,,,,,0.3,106,29.8,56,754,0.0,2.6
02t,2023-12-14 02:00,,,,,,0.2,105,29.3,57,753,0.0,2.1
02t,2023-12-14 03:00,,,,,,0.2,102,28.9,58,753,0.0,2.2
02t,2023-12-14 04:00,,,,,,0.3,66,28.8,60,753,0.0,2.3
02t,2023-12-14 05:00,,,,,,0.3,61,28.5,61,753,0.0,2.0
02t,2023-12-14 06:00,,,,,,0.2,73,28.1,63,754,0.0,2.4
02t,2023-12-14 07:00,,,,,,0.8,61,28.2,64,754,0.0,4.2
02t,2023-12-14 08:00,,,,,,0.9,74,29.1,62,755,0.0,5.8
02t,2023-12-14 09:00,,,,,,1.2,77,30.3,58,755,0.0,4.9
02t,2023-12-14 10:00,,,,,,1.2,75,31.6,52,755,0.0,4.6
02t,2023-12-14 11:00,,,,,,1.2,79,33.3,46,755,0.0,4.4
02t,2023-12-14 12:00,,,,,,1.4,75,34.6,43,754,0.0,4.4
02t,2023-12-14 13:00,,,,,,1.1,74,34.8,41,753,0.0,4.3
02t,2023-12-14 14:00,,,,,,1.2,68,34.4,41,752,0.0,4.2
02t,2023-12-14 15:00,,,,,,1.2,70,33.7,42,752,0.0,4.5
02t,2023-12-14 16:00,,,,,,0.7,70,33.3,44,752,0.0,4.9
02t,2023-12-14 17:00,,,,,,0.5,99,33.1,43,752,0.0,5.2
02t,2023-12-14 18:00,,,,,,0.4,87,32.4,46,753,0.0,5.9
02t,2023-12-14 19:00,,,,,,0.4,65,31.9,48,754,0.0,5.4
02t,2023-12-14 20:00,,,,,,0.2,86,31.4,50,754,0.0,4.3
02t,2023-12-14 21:00,,,,,,0.2,83,30.8,52,754,0.0,3.6
02t,2023-12-14 22:00,,,,,,0.3,342,30.5,54,755,0.0,3.2
02t,2023-12-14 23:00,,,,,,0.2,14,30.1,56,755,0.0,2.5
02t,2023-12-15 00:00,,,,,,0.2,66,29.7,57,754,0.0,2.2
02t,2023-12-15 01:00,,,,,,0.2,63,29.4,58,754,0.0,2.5
